id,progress_ms,context,playlist_uri,time
3MmCFghNjzZMn3HKqbVizn,154767,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665182984.1402993
0w57Y6usGOz6jz99s6eXkO,190524,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665183174.5272667
2k5rWMAz9RvFS3k3kk3cc5,135000,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665183310.051863
1w9L6dvttZalWd8XqFYvSa,135000,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665183445.0750358
4VONhqGmUBlYmlBKQlyims,150093,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665183596.8146007
5OJmt1xiOHZJGx8wTUAjEC,151724,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665183748.1102228
5lZtXVDsSQaa43CfCuTx1F,101647,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665183850.596818
2s14ypvd880AiEfZssEjaY,143587,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665183994.591838
2tijppLc0gaWA2AfPDANvq,168180,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184162.937152
7w2iqaRxQgAGnkOdMhsiqu,122625,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184316.103983
0Av7Ar6HYYeCKVYbDSQSbY,61262,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184319.4326813
1Hdh6lJUR1WZCiNPVWxLTA,1360,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184320.563217
2cvOfKHOHgwQlLiuLKP2xR,647,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184389.7806156
1Hdh6lJUR1WZCiNPVWxLTA,2920,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184393.036891
2cvOfKHOHgwQlLiuLKP2xR,3718,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184396.367815
24ovEYWV3PjlLOSsmNEWQv,243364,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184638.7712586
0DntsVelzYRISWeBf4rmah,131396,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184770.9570866
6wFqLYmiXyGvprbWa4ogm8,201913,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665184974.8708358
6VN3dKYTClhY5eYQEnBehr,203972,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665185179.523486
2qiadkWrq9h1i34Ut7KeTh,173066,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665185353.143488
6IirkWmtTPvDHg5J9IpxYS,143835,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665185498.9843562
6M1nfYPKy7DRk3IrhFVViQ,45467,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665185544.2534556
5YSu5bnAHeB7pn43F9wdbm,153168,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665185696.5703084
2RJo6RNV5dpjLh6Co4nPsI,173923,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665185872.2017272
3MmCFghNjzZMn3HKqbVizn,154767,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665186026.4557192
0w57Y6usGOz6jz99s6eXkO,24781,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665186051.3374467
2k5rWMAz9RvFS3k3kk3cc5,5333,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665186056.92016
1HMwQR2U8VBEow0JzOAmA4,25324,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665205428.9513314
20GbyJrUmAAZIt2x180YUF,154787,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665257726.6092877
5JY5XNdyskEurS85nHeKr3,194281,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665257890.0746217
0AlQL0hBWA1yTodHv30eYn,164646,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665258067.963659
1w9L6dvttZalWd8XqFYvSa,70039,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665258180.2203248
6bVFrhyMHTWzRe5v5RTnSA,155872,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665258297.5763855
4FtZXSr2f2ztG5y69d3cNm,106378,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665258404.446281
4qahEWQ9T4MlTFnDqbWtQU,156038,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665258560.598254
3Bgl1xMI00capuTqUHBNUW,184093,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665258745.7779653
5OJmt1xiOHZJGx8wTUAjEC,151724,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665258897.8837152
3A9RV7frnaeqKGvF7kb0vd,126316,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665259024.5212455
02gGfhPHk5NuN0mgbKpU4Y,178787,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665259204.1888716
7wIcRhedBpZGpLf9PGKUEh,173250,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665259377.121567
3DIRkZsEx7zFl6ow9qsyHz,134000,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665259511.3400512
6M1nfYPKy7DRk3IrhFVViQ,182547,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665259694.7850041
1H7GjHUmLxp2NRSwDC3eso,179024,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665259874.44484
7pkpdj7AWQjujxxe38WF8f,163373,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665260038.7596378
2RJo6RNV5dpjLh6Co4nPsI,173923,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665260212.5275862
32FMAbZAzs3D70UuvnN6y4,151427,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665260364.3074412
5PmtPTXrLqgqQfqngsUqZp,9320,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665260973.3866675
2sfYIKz3J8eZkBdTh25KyK,151144,playlist,spotify:playlist:4sbwvhxD0eE6JbpTpNGnHu,1665269634.7278125
0tlM57cmnhLbHwxU8hGox4,104697,playlist,spotify:playlist:3azXUU3qm7vZVNyI6RSRLL,1665379102.908758
6P8zr1ghnd78EPhUO8axDm,175072,playlist,spotify:playlist:3azXUU3qm7vZVNyI6RSRLL,1665379278.397395
5jnJsaFikGCKyuqNP9gcwI,126967,playlist,spotify:playlist:3azXUU3qm7vZVNyI6RSRLL,1665379406.2417734
2J0NXdHr6MYvKDSxB7k3V2,143701,playlist,spotify:playlist:3azXUU3qm7vZVNyI6RSRLL,1665379549.0186324
3NXUqXUjmXvziJGXviRRkw,131788,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665379680.9771092
2EsyJN3AvC3zBlkQpb119M,150933,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665379833.2837045
34MqDD3411uJQvXsqpZv3D,122790,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665379956.2610786
6lruHh1jF7ezgbLv72xYmf,222179,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665380346.9746509
6P8zr1ghnd78EPhUO8axDm,175072,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665380522.9864793
66FgjA5ZQJJuypFG1bc8se,160212,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665380683.8165317
2BSbCCbaSCzkOEZa6N5901,218348,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665380902.8989527
13EtMetztrji5zrka6Uzd3,226874,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665381129.525104
2AbKro51mAUu7KePC6OkEF,165074,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665381334.238303
7jahcsevTvePvdduUFVzpq,161400,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665381495.9849257
2qOm7ukLyHUXWyR4ZWLwxA,260000,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665381756.9365523
4URdynWUR50mXggi06ilrJ,145371,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665381902.0911586
0oH0OIeKJSAT5bdFkbz20A,9352,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665381911.9707808
6QNFQJKlZUKr0xlGZ74CZJ,156521,playlist,spotify:playlist:33oMRKWg7Uk3spAZ8JA0bE,1665382067.9438815
3HXMz5tYDJtmNonmSgHHDQ,178616,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665382245.8587458
5OJmt1xiOHZJGx8wTUAjEC,151724,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665382398.552218
0wZd01L6bsW9iGFHrDPf88,18215,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665382416.0021944
3f07vmqG0FxVFdUWqTREEw,173676,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665382588.953706
1tOpbxJMz9fAHd3Gt8nb7z,109811,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665382698.877114
2J0NXdHr6MYvKDSxB7k3V2,221173,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665382921.290333
3E9IjCRYLncxvIuCjsST9s,182307,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665383104.2619958
5svL1PkWw8hPEAOdTNLexy,163260,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665383267.834566
7yL4wdksHlDnmKvofxMTBE,180746,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665383448.5951254
5YSHygGN9D0mID1NsVd5my,158032,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665383606.9950264
7yF19wC6msoj2cGUEtlm1S,105536,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665383713.328927
2CXF3c5KrBsXZygtyQJtq9,158316,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665383872.6759052
05mDaV9Vb3wrzjF6OPZnhq,150866,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665384023.944179
16Azhyv8164hYxI8Ax3F5k,131428,playlist,spotify:playlist:3qhsAmFXc8pLojY7uSlybO,1665384155.011864
5EHHMikaYxhe7N6h0gBvkn,212867,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665434291.0389266
3BYIzNZ3t9lRQCACXSMLrT,188800,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665434480.3566003
6jBNUlTbv3fyn5t4izsdMa,252975,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665434734.3619802
230lpiiOSSrkKBlthBeJfk,137413,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665434873.0030138
2lH43POZa4XHxydnZizET5,211174,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435084.9740677
2s14ypvd880AiEfZssEjaY,143587,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435229.5765522
13EtMetztrji5zrka6Uzd3,40201,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435282.7449784
7gVwgc8b3XnO87TpmXXFA5,171228,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435453.0757868
03m2VS3eYqKwbHvEykTYl5,188583,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435642.509495
0GLyqTysS0DFoeKjURtB8s,94655,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435737.0558105
3NXUqXUjmXvziJGXviRRkw,2806,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435739.307891
0GLyqTysS0DFoeKjURtB8s,10160,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435749.5588114
3NXUqXUjmXvziJGXviRRkw,132426,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665435881.7951474
7jahcsevTvePvdduUFVzpq,161400,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665436044.106687
4vDGc8mD9kHbC2Yy6pF6SE,147840,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665436191.800301
7nn91SgkT5scOxPYLGSTzR,70124,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665436261.7825165
2eFjKl5cyPPYElDByCh6Tb,165459,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665436426.2668662
6Kfoo60npYPdvNxMPMiDpX,193565,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665436619.9697533
5A6OHHy73AR5tLxgTc98zz,217426,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665436837.8190758
5vYFytw8LxagF6WbpK5imG,196728,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437036.101189
09oabCfaOPGGXpyoAHxrXK,70531,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437107.2910597
0maSUktGFelOHPjTP8c1Kd,2456,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437109.4837925
0O6u0VJ46W86TxN9wgyqDj,192787,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437302.1913898
6VN3dKYTClhY5eYQEnBehr,203972,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437506.3330812
32FMAbZAzs3D70UuvnN6y4,164174,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437670.8314261
6D7Y1ifRZYfqaTvffJ2zGT,154814,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437826.7910175
2XOf1wURc66u5OvG809rIO,127733,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665437954.7347283
5jnJsaFikGCKyuqNP9gcwI,126967,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665438082.4015043
6MWH4pJQ5QYjidX2A2KECd,227346,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665438309.8141775
7vgZq0er8ZJ98XsxLxpSlN,80842,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665438391.123367
6eAbUNSkghrZnDe7pcALDs,5431,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665438396.6609492
2Oo397nWzelAKMQBBIL8YI,181307,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665438578.3817663
2BY5fNHmpjV797ByjLX4I7,238860,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665438817.2530868
6mWCikZXHCCnEwkwyJ2L8G,146908,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665438963.2729013
0GevQZGBPYjfPzK8e3jxzl,173778,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439137.839177
02HNBwIheiZAuzC8p1QBPn,13537,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439151.199471
352zfYbDFG8sxkmOAhVeuj,183879,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439334.3900049
15k2nBQJ0teDmPZHrOXL2N,221920,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439556.3360872
3f07vmqG0FxVFdUWqTREEw,173893,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439731.4097545
3nwd2gUT7l10HDUAOKXrhs,215937,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439947.4062643
1rLl5GAkjPXVbG2B8MrZAi,5348,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439952.9695466
0flSGzqHO12p9fU9kqaHGE,3978,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439956.2791111
1rLl5GAkjPXVbG2B8MrZAi,4177,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665439960.7173896
0flSGzqHO12p9fU9kqaHGE,217054,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665440178.4236958
7KoFHvEScguiEnD06xYtSt,5646,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665440183.9619987
4fCE1SCDulouoac9Q8XroU,150175,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665440334.5288916
7pDdE5FLqcNCvjxzRzm80r,174035,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665440509.771899
2EsyJN3AvC3zBlkQpb119M,150933,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665440661.749163
7dOGSR13vk5532IuIgKO4T,7632,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665440668.4104753
2Kpsws23Oqf0wFwPrzJnWA,5537,playlist,spotify:playlist:0eP0LalotCLHrkPuGWMvi7,1665440673.910717
