,Unnamed: 0,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
67,67,Motley Crew,40uMIn2zJLAQhNXghRjBed,184213,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60'}, 'href': 'https://api.spotify.com/v1/artists/246dkjvS1zLTtiykXe5h60', 'id': '246dkjvS1zLTtiykXe5h60', 'name': 'Post Malone', 'type': 'artist', 'uri': 'spotify:artist:246dkjvS1zLTtiykXe5h60'}]",2022-09-02T16:42:41Z,0.797,0.631,3,-3.818,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915
199,199,Hands On You,1c03f9YZmO792D7hRjZMYi,155567,https://open.spotify.com/track/1c03f9YZmO792D7hRjZMYi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SVHLhz1Vv5m4xmkT4Pk6D'}, 'href': 'https://api.spotify.com/v1/artists/5SVHLhz1Vv5m4xmkT4Pk6D', 'id': '5SVHLhz1Vv5m4xmkT4Pk6D', 'name': 'Austin George', 'type': 'artist', 'uri': 'spotify:artist:5SVHLhz1Vv5m4xmkT4Pk6D'}]",2022-07-16T12:30:43Z,0.616,0.557,11,-5.871,0.0413,0.354,1.53e-06,0.345,0.626,159.91
333,333,Daredevil,5Nakyq7fHFlhxkMfNqG4Fv,135336,https://open.spotify.com/track/5Nakyq7fHFlhxkMfNqG4Fv,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:10:22Z,0.815,0.514,11,-6.273,0.0499,0.00541,0.000761,0.111,0.565,127.964
425,425,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,242965,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/08Ld63UgKrJ0nZnCkzHtzc'}, 'href': 'https://api.spotify.com/v1/artists/08Ld63UgKrJ0nZnCkzHtzc', 'id': '08Ld63UgKrJ0nZnCkzHtzc', 'name': 'Project Pat', 'type': 'artist', 'uri': 'spotify:artist:08Ld63UgKrJ0nZnCkzHtzc'}]",2022-04-19T03:02:56Z,0.849,0.424,5,-9.579,0.324,0.0635,0.0,0.0834,0.153,145.887
429,429,Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,291175,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY'}, 'href': 'https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY', 'id': '0Y5tJX1MQlPlqiwlOH1tJY', 'name': 'Travis Scott', 'type': 'artist', 'uri': 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'}]",2022-04-19T02:37:14Z,0.666,0.465,1,-8.545,0.26,0.0503,0.0,0.215,0.292,167.937
665,665,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,160656,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5H6xmHXjsq98NLbEjuE29f'}, 'href': 'https://api.spotify.com/v1/artists/5H6xmHXjsq98NLbEjuE29f', 'id': '5H6xmHXjsq98NLbEjuE29f', 'name': 'NEIKED', 'type': 'artist', 'uri': 'spotify:artist:5H6xmHXjsq98NLbEjuE29f'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1BEUkE2CSUgHTLSBMZdnFB'}, 'href': 'https://api.spotify.com/v1/artists/1BEUkE2CSUgHTLSBMZdnFB', 'id': '1BEUkE2CSUgHTLSBMZdnFB', 'name': 'Mae Muller', 'type': 'artist', 'uri': 'spotify:artist:1BEUkE2CSUgHTLSBMZdnFB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49'}, 'href': 'https://api.spotify.com/v1/artists/6AgTAQt8XS6jRWi4sX7w49', 'id': '6AgTAQt8XS6jRWi4sX7w49', 'name': 'Polo G', 'type': 'artist', 'uri': 'spotify:artist:6AgTAQt8XS6jRWi4sX7w49'}]",2021-11-02T01:51:57Z,0.717,0.671,0,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054
673,673,V12 (feat. Lil Uzi Vert),4ZUNw5tDBZTOqzPEVIYyOy,177835,https://open.spotify.com/track/4ZUNw5tDBZTOqzPEVIYyOy,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz'}, 'href': 'https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz', 'id': '4O15NlyKLIASxsJ0PrXPfz', 'name': 'Lil Uzi Vert', 'type': 'artist', 'uri': 'spotify:artist:4O15NlyKLIASxsJ0PrXPfz'}]",2021-09-19T05:54:34Z,0.705,0.681,4,-3.286,0.148,0.411,0.0,0.121,0.626,164.941
1019,1019,Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,177184,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2hWs22BmQkK4czFtDLnar2'}, 'href': 'https://api.spotify.com/v1/artists/2hWs22BmQkK4czFtDLnar2', 'id': '2hWs22BmQkK4czFtDLnar2', 'name': 'Rob $tone', 'type': 'artist', 'uri': 'spotify:artist:2hWs22BmQkK4czFtDLnar2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1rs3y69kDwkIdGJcOYngQt'}, 'href': 'https://api.spotify.com/v1/artists/1rs3y69kDwkIdGJcOYngQt', 'id': '1rs3y69kDwkIdGJcOYngQt', 'name': 'J. Davi$', 'type': 'artist', 'uri': 'spotify:artist:1rs3y69kDwkIdGJcOYngQt'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/36Tn5h23ysORlLKc42UXfe'}, 'href': 'https://api.spotify.com/v1/artists/36Tn5h23ysORlLKc42UXfe', 'id': '36Tn5h23ysORlLKc42UXfe', 'name': 'J Spooks', 'type': 'artist', 'uri': 'spotify:artist:36Tn5h23ysORlLKc42UXfe'}]",2018-09-19T01:46:59Z,0.886,0.427,6,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034
