,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
122,PRIMADONA,2mM2XCzLaXtiKbqfFqtZOh,114200,https://open.spotify.com/track/2mM2XCzLaXtiKbqfFqtZOh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4iDroUFo89Y7YBsdDTBmTD'}, 'href': 'https://api.spotify.com/v1/artists/4iDroUFo89Y7YBsdDTBmTD', 'id': '4iDroUFo89Y7YBsdDTBmTD', 'name': 'Sueco', 'type': 'artist', 'uri': 'spotify:artist:4iDroUFo89Y7YBsdDTBmTD'}]",2022-07-24T17:05:59Z,0.819,0.699,8,-7.291,0.0469,0.0144,0.0,0.375,0.478,96.049
123,poison,3JYyRuTtb6YS2V9W2jzmHE,155644,https://open.spotify.com/track/3JYyRuTtb6YS2V9W2jzmHE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T17:05:01Z,0.566,0.928,11,-3.733,0.0909,0.0128,0.0,0.315,0.869,170.071
124,nerve,6P8zr1ghnd78EPhUO8axDm,175072,https://open.spotify.com/track/6P8zr1ghnd78EPhUO8axDm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T17:01:38Z,0.707,0.626,10,-8.112,0.0439,0.137,0.0,0.17,0.708,146.008
125,go if you want to,4aDSp2TuP7OSPvN9wrwcs5,165967,https://open.spotify.com/track/4aDSp2TuP7OSPvN9wrwcs5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T16:59:26Z,0.685,0.57,7,-7.95,0.0752,0.13,0.0,0.431,0.569,92.987
126,dying lately,6jkpnvfMM9pEWYe68yNIYt,221147,https://open.spotify.com/track/6jkpnvfMM9pEWYe68yNIYt,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T16:57:49Z,0.708,0.59,4,-7.848,0.0374,0.3,0.0,0.359,0.874,140.031
127,by your side,3x04ph0jWlk4EgxgQ42gdK,141956,https://open.spotify.com/track/3x04ph0jWlk4EgxgQ42gdK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T16:55:53Z,0.694,0.573,9,-9.218,0.125,0.371,0.0,0.124,0.772,167.92
128,We Die Too,7Mo13Xtb0NH3HRC3vhtdfb,144000,https://open.spotify.com/track/7Mo13Xtb0NH3HRC3vhtdfb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T16:53:45Z,0.738,0.651,8,-9.302,0.0699,0.0148,7.79e-05,0.22,0.642,80.009
129,Mindless,1tOpbxJMz9fAHd3Gt8nb7z,109811,https://open.spotify.com/track/1tOpbxJMz9fAHd3Gt8nb7z,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T16:44:19Z,0.702,0.849,1,-4.708,0.14,0.00458,0.0,0.224,0.519,140.039
130,Wake Up,2CXF3c5KrBsXZygtyQJtq9,158316,https://open.spotify.com/track/2CXF3c5KrBsXZygtyQJtq9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T16:39:57Z,0.775,0.658,2,-5.119,0.175,0.0988,0.0,0.111,0.325,139.978
131,Everyday Apocalypse,2ihQjFmFpiBLGAvs4YT5IK,192124,https://open.spotify.com/track/2ihQjFmFpiBLGAvs4YT5IK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-23T14:55:05Z,0.692,0.491,6,-8.221,0.0459,0.173,0.0,0.132,0.318,77.517
132,I Chose Violence,7l5GAw0cglUUnN7bKAz5ab,139870,https://open.spotify.com/track/7l5GAw0cglUUnN7bKAz5ab,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-23T14:51:01Z,0.676,0.717,7,-8.641,0.323,0.323,0.0,0.118,0.451,162.016
133,Die a King,1s70cjkrdj9lpEeQQlmS9l,169061,https://open.spotify.com/track/1s70cjkrdj9lpEeQQlmS9l,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-23T14:48:46Z,0.632,0.946,0,-2.784,0.277,0.192,0.0,0.495,0.324,125.061
134,By the Sword,3HsFSrIsbO54TFDfG66pZm,125812,https://open.spotify.com/track/3HsFSrIsbO54TFDfG66pZm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-23T14:47:12Z,0.685,0.76,2,-7.813,0.0512,0.0199,0.151,0.0866,0.781,160.035
135,Satin Black,1vb2AwKBvNylZcKVSyAidh,137740,https://open.spotify.com/track/1vb2AwKBvNylZcKVSyAidh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-23T14:43:56Z,0.773,0.682,1,-6.329,0.054,0.047,0.00317,0.11,0.81,150.974
136,Good Boy Gone Bad,1HsSIPLTQT354yJcQGfEY3,191038,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ghlgldX5Dd6720Q3qFyQB'}, 'href': 'https://api.spotify.com/v1/artists/0ghlgldX5Dd6720Q3qFyQB', 'id': '0ghlgldX5Dd6720Q3qFyQB', 'name': 'TOMORROW X TOGETHER', 'type': 'artist', 'uri': 'spotify:artist:0ghlgldX5Dd6720Q3qFyQB'}]",2022-07-23T04:05:31Z,0.475,0.695,1,-5.919,0.102,0.0159,0.0,0.125,0.552,100.009
137,Valley of Lies,3Bgl1xMI00capuTqUHBNUW,184093,https://open.spotify.com/track/3Bgl1xMI00capuTqUHBNUW,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ghlgldX5Dd6720Q3qFyQB'}, 'href': 'https://api.spotify.com/v1/artists/0ghlgldX5Dd6720Q3qFyQB', 'id': '0ghlgldX5Dd6720Q3qFyQB', 'name': 'TOMORROW X TOGETHER', 'type': 'artist', 'uri': 'spotify:artist:0ghlgldX5Dd6720Q3qFyQB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2022-07-23T04:01:56Z,0.753,0.743,2,-5.024,0.0338,0.286,0.0,0.144,0.96,140.004
138,boulevard nights,0RKVJXmLgQbzGmhCd5SaPQ,87187,https://open.spotify.com/track/0RKVJXmLgQbzGmhCd5SaPQ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2a42gzUH51UAvwcfy0N6JT'}, 'href': 'https://api.spotify.com/v1/artists/2a42gzUH51UAvwcfy0N6JT', 'id': '2a42gzUH51UAvwcfy0N6JT', 'name': 'Fujitsu', 'type': 'artist', 'uri': 'spotify:artist:2a42gzUH51UAvwcfy0N6JT'}]",2022-07-20T14:17:25Z,0.728,0.119,0,-10.946,0.0553,0.93,0.939,0.111,0.823,88.021
139,Fragrance,5cTCp5YTwPQLZ4vwthfuMs,230079,https://open.spotify.com/track/5cTCp5YTwPQLZ4vwthfuMs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1k5UEOU4igPC0NoHjEekha'}, 'href': 'https://api.spotify.com/v1/artists/1k5UEOU4igPC0NoHjEekha', 'id': '1k5UEOU4igPC0NoHjEekha', 'name': 'Milkoi', 'type': 'artist', 'uri': 'spotify:artist:1k5UEOU4igPC0NoHjEekha'}]",2022-07-20T11:05:24Z,0.674,0.983,1,-4.848,0.0549,0.00149,0.39,0.332,0.0376,121.0
140,Lab,03DAeYAomHCPrBgyjVSv72,238125,https://open.spotify.com/track/03DAeYAomHCPrBgyjVSv72,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1k5UEOU4igPC0NoHjEekha'}, 'href': 'https://api.spotify.com/v1/artists/1k5UEOU4igPC0NoHjEekha', 'id': '1k5UEOU4igPC0NoHjEekha', 'name': 'Milkoi', 'type': 'artist', 'uri': 'spotify:artist:1k5UEOU4igPC0NoHjEekha'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4L5K9BR3qaZQw8QAoMBUta'}, 'href': 'https://api.spotify.com/v1/artists/4L5K9BR3qaZQw8QAoMBUta', 'id': '4L5K9BR3qaZQw8QAoMBUta', 'name': 'Nyarons', 'type': 'artist', 'uri': 'spotify:artist:4L5K9BR3qaZQw8QAoMBUta'}]",2022-07-20T00:20:11Z,0.727,0.461,6,-6.286,0.319,0.525,2.85e-06,0.0924,0.525,171.932
141,story about you,2XxJ3ATExZmjEmxHqj1F53,176842,https://open.spotify.com/track/2XxJ3ATExZmjEmxHqj1F53,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1k5UEOU4igPC0NoHjEekha'}, 'href': 'https://api.spotify.com/v1/artists/1k5UEOU4igPC0NoHjEekha', 'id': '1k5UEOU4igPC0NoHjEekha', 'name': 'Milkoi', 'type': 'artist', 'uri': 'spotify:artist:1k5UEOU4igPC0NoHjEekha'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7CSdLmKke7VFyb0ZJfl3W1'}, 'href': 'https://api.spotify.com/v1/artists/7CSdLmKke7VFyb0ZJfl3W1', 'id': '7CSdLmKke7VFyb0ZJfl3W1', 'name': 'Heiakim', 'type': 'artist', 'uri': 'spotify:artist:7CSdLmKke7VFyb0ZJfl3W1'}]",2022-07-20T00:20:08Z,0.583,0.603,0,-9.517,0.0309,0.932,0.791,0.516,0.309,151.986
142,ミユキ,05H0lCDrtFrvl4hPtTgWRg,211090,https://open.spotify.com/track/05H0lCDrtFrvl4hPtTgWRg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1k5UEOU4igPC0NoHjEekha'}, 'href': 'https://api.spotify.com/v1/artists/1k5UEOU4igPC0NoHjEekha', 'id': '1k5UEOU4igPC0NoHjEekha', 'name': 'Milkoi', 'type': 'artist', 'uri': 'spotify:artist:1k5UEOU4igPC0NoHjEekha'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3U2oWd07HPgl60o8RBMG4P'}, 'href': 'https://api.spotify.com/v1/artists/3U2oWd07HPgl60o8RBMG4P', 'id': '3U2oWd07HPgl60o8RBMG4P', 'name': 'miraie', 'type': 'artist', 'uri': 'spotify:artist:3U2oWd07HPgl60o8RBMG4P'}]",2022-07-20T00:20:03Z,0.552,0.0687,0,-16.893,0.133,0.99,0.894,0.12,0.45,165.043
143,The Place You Promised To Show Me,0n5AgF7cdHEs8oeNmReaDW,237000,https://open.spotify.com/track/0n5AgF7cdHEs8oeNmReaDW,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1k5UEOU4igPC0NoHjEekha'}, 'href': 'https://api.spotify.com/v1/artists/1k5UEOU4igPC0NoHjEekha', 'id': '1k5UEOU4igPC0NoHjEekha', 'name': 'Milkoi', 'type': 'artist', 'uri': 'spotify:artist:1k5UEOU4igPC0NoHjEekha'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3U2oWd07HPgl60o8RBMG4P'}, 'href': 'https://api.spotify.com/v1/artists/3U2oWd07HPgl60o8RBMG4P', 'id': '3U2oWd07HPgl60o8RBMG4P', 'name': 'miraie', 'type': 'artist', 'uri': 'spotify:artist:3U2oWd07HPgl60o8RBMG4P'}]",2022-07-20T00:19:56Z,0.295,0.532,6,-7.538,0.0435,0.099,0.897,0.133,0.0342,162.31
144,The sea that forgot the past,1mViogHkkvCrautHVmmkAI,97142,https://open.spotify.com/track/1mViogHkkvCrautHVmmkAI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1k5UEOU4igPC0NoHjEekha'}, 'href': 'https://api.spotify.com/v1/artists/1k5UEOU4igPC0NoHjEekha', 'id': '1k5UEOU4igPC0NoHjEekha', 'name': 'Milkoi', 'type': 'artist', 'uri': 'spotify:artist:1k5UEOU4igPC0NoHjEekha'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5hhz5oUTkVnBxC3YpYm5Ve'}, 'href': 'https://api.spotify.com/v1/artists/5hhz5oUTkVnBxC3YpYm5Ve', 'id': '5hhz5oUTkVnBxC3YpYm5Ve', 'name': 'edgarddd', 'type': 'artist', 'uri': 'spotify:artist:5hhz5oUTkVnBxC3YpYm5Ve'}]",2022-07-20T00:09:58Z,0.532,0.202,5,-13.122,0.0408,0.769,0.822,0.126,0.0662,83.887
145,Toxicity,5jnJsaFikGCKyuqNP9gcwI,126967,https://open.spotify.com/track/5jnJsaFikGCKyuqNP9gcwI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1lzugG0lqNh9nP6Fp2zG3c'}, 'href': 'https://api.spotify.com/v1/artists/1lzugG0lqNh9nP6Fp2zG3c', 'id': '1lzugG0lqNh9nP6Fp2zG3c', 'name': 'Global Dan', 'type': 'artist', 'uri': 'spotify:artist:1lzugG0lqNh9nP6Fp2zG3c'}]",2022-07-18T15:33:35Z,0.694,0.702,2,-6.342,0.0396,0.0504,0.0,0.154,0.645,154.913
146,東京フラッシュ,0jPZf5231RdBUMLFG1HqXi,258858,https://open.spotify.com/track/0jPZf5231RdBUMLFG1HqXi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-07-18T15:33:06Z,0.628,0.634,2,-5.508,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99
147,Memory,3UkPmK7Sk0wuLXzVnQihva,134608,https://open.spotify.com/track/3UkPmK7Sk0wuLXzVnQihva,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5b0j3TTNSKCByBq4rHYKvG'}, 'href': 'https://api.spotify.com/v1/artists/5b0j3TTNSKCByBq4rHYKvG', 'id': '5b0j3TTNSKCByBq4rHYKvG', 'name': 'Promoting Sounds', 'type': 'artist', 'uri': 'spotify:artist:5b0j3TTNSKCByBq4rHYKvG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1ScHz7wPPxVTEKsc9g3Z0c'}, 'href': 'https://api.spotify.com/v1/artists/1ScHz7wPPxVTEKsc9g3Z0c', 'id': '1ScHz7wPPxVTEKsc9g3Z0c', 'name': 'Rxseboy', 'type': 'artist', 'uri': 'spotify:artist:1ScHz7wPPxVTEKsc9g3Z0c'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0inkJpjAKDnQOv2VHBCU0Z'}, 'href': 'https://api.spotify.com/v1/artists/0inkJpjAKDnQOv2VHBCU0Z', 'id': '0inkJpjAKDnQOv2VHBCU0Z', 'name': 'SadBoyProlific', 'type': 'artist', 'uri': 'spotify:artist:0inkJpjAKDnQOv2VHBCU0Z'}]",2022-07-18T13:02:26Z,0.748,0.694,1,-7.616,0.0861,0.0616,0.000167,0.331,0.197,115.044
148,Broken Glass,1AMh934qstjiAIJADKhkCa,153600,https://open.spotify.com/track/1AMh934qstjiAIJADKhkCa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5b0j3TTNSKCByBq4rHYKvG'}, 'href': 'https://api.spotify.com/v1/artists/5b0j3TTNSKCByBq4rHYKvG', 'id': '5b0j3TTNSKCByBq4rHYKvG', 'name': 'Promoting Sounds', 'type': 'artist', 'uri': 'spotify:artist:5b0j3TTNSKCByBq4rHYKvG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1xd5p7u9w8mQc2nU8GwBib'}, 'href': 'https://api.spotify.com/v1/artists/1xd5p7u9w8mQc2nU8GwBib', 'id': '1xd5p7u9w8mQc2nU8GwBib', 'name': 'Paycheck', 'type': 'artist', 'uri': 'spotify:artist:1xd5p7u9w8mQc2nU8GwBib'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3LQkEyryB8qsN20SutisqG'}, 'href': 'https://api.spotify.com/v1/artists/3LQkEyryB8qsN20SutisqG', 'id': '3LQkEyryB8qsN20SutisqG', 'name': 'Eredaze', 'type': 'artist', 'uri': 'spotify:artist:3LQkEyryB8qsN20SutisqG'}]",2022-07-18T13:02:23Z,0.66,0.641,5,-6.81,0.116,0.171,1.96e-06,0.114,0.205,174.877
149,hollow,6L3Zo97zk0I040HDM4fQEp,131088,https://open.spotify.com/track/6L3Zo97zk0I040HDM4fQEp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7vSY9HEreOqb1Llar3UC38'}, 'href': 'https://api.spotify.com/v1/artists/7vSY9HEreOqb1Llar3UC38', 'id': '7vSY9HEreOqb1Llar3UC38', 'name': 'POORSTACY', 'type': 'artist', 'uri': 'spotify:artist:7vSY9HEreOqb1Llar3UC38'}]",2022-07-18T13:02:21Z,0.768,0.618,5,-6.043,0.222,0.111,0.0,0.125,0.707,81.014
150,Lie,07FkzikE6FuHIa8Ma7zJGc,209213,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz'}, 'href': 'https://api.spotify.com/v1/artists/6fOMl44jA4Sp5b9PpYCkzz', 'id': '6fOMl44jA4Sp5b9PpYCkzz', 'name': 'NF', 'type': 'artist', 'uri': 'spotify:artist:6fOMl44jA4Sp5b9PpYCkzz'}]",2022-07-18T13:02:19Z,0.513,0.661,5,-6.419,0.24,0.161,0.0,0.246,0.179,94.791
151,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,250173,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L'}, 'href': 'https://api.spotify.com/v1/artists/4xRYI6VqpkE3UwrDrAZL8L', 'id': '4xRYI6VqpkE3UwrDrAZL8L', 'name': 'Logic', 'type': 'artist', 'uri': 'spotify:artist:4xRYI6VqpkE3UwrDrAZL8L'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2wUjUUtkb5lvLKcGKsKqsR'}, 'href': 'https://api.spotify.com/v1/artists/2wUjUUtkb5lvLKcGKsKqsR', 'id': '2wUjUUtkb5lvLKcGKsKqsR', 'name': 'Alessia Cara', 'type': 'artist', 'uri': 'spotify:artist:2wUjUUtkb5lvLKcGKsKqsR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny'}, 'href': 'https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny', 'id': '6LuN9FCkKOj5PcnpouEgny', 'name': 'Khalid', 'type': 'artist', 'uri': 'spotify:artist:6LuN9FCkKOj5PcnpouEgny'}]",2022-07-18T13:02:15Z,0.62,0.574,5,-7.788,0.0479,0.569,0.0,0.19,0.357,100.023
152,Pray,4zcVQvCRJRafP6JtLGyy7R,119371,https://open.spotify.com/track/4zcVQvCRJRafP6JtLGyy7R,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Y64EaNqpqcZYTgs4c76gF'}, 'href': 'https://api.spotify.com/v1/artists/6Y64EaNqpqcZYTgs4c76gF', 'id': '6Y64EaNqpqcZYTgs4c76gF', 'name': 'jxdn', 'type': 'artist', 'uri': 'spotify:artist:6Y64EaNqpqcZYTgs4c76gF'}]",2022-07-18T13:02:13Z,0.552,0.333,0,-7.836,0.027,0.0868,0.0,0.557,0.274,139.657
153,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,158032,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J'}, 'href': 'https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J', 'id': '2tIP7SsRs7vjIcLrU85W8J', 'name': 'The Kid LAROI', 'type': 'artist', 'uri': 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J'}]",2022-07-18T13:02:09Z,0.613,0.631,4,-6.965,0.12,0.0663,0.0,0.169,0.33,149.992
154,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,205800,https://open.spotify.com/track/6rz0dTA0PdhXImFV5EjM0w,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1jIVEaq8GmqMYb8nFNAZgb'}, 'href': 'https://api.spotify.com/v1/artists/1jIVEaq8GmqMYb8nFNAZgb', 'id': '1jIVEaq8GmqMYb8nFNAZgb', 'name': 'Seezyn', 'type': 'artist', 'uri': 'spotify:artist:1jIVEaq8GmqMYb8nFNAZgb'}]",2022-07-18T13:02:08Z,0.715,0.639,5,-5.017,0.0752,0.0622,0.0,0.157,0.151,149.996
155,Smile (with The Weeknd),1EIsJed40cd7Bcv8SXVdqA,196180,https://open.spotify.com/track/1EIsJed40cd7Bcv8SXVdqA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",2022-07-18T13:02:07Z,0.694,0.685,6,-6.535,0.133,0.224,0.0,0.124,0.306,158.831
156,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,228720,https://open.spotify.com/track/6QNFQJKlZUKr0xlGZ74CZJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-18T13:02:05Z,0.638,0.624,10,-5.37,0.0798,0.0102,0.0,0.0944,0.445,159.937
157,Scared Of Love,2yN3r3qywFipxJlUdmOO8M,170538,https://open.spotify.com/track/2yN3r3qywFipxJlUdmOO8M,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-18T13:02:02Z,0.642,0.562,11,-4.869,0.0812,0.032,0.0,0.168,0.177,158.001
