,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
872,29,294r8rdOqr0Nv1vuV5u8Qv,116715,https://open.spotify.com/track/294r8rdOqr0Nv1vuV5u8Qv,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Yr4BBpK2dkCp2UsrJ9LZN'}, 'href': 'https://api.spotify.com/v1/artists/0Yr4BBpK2dkCp2UsrJ9LZN', 'id': '0Yr4BBpK2dkCp2UsrJ9LZN', 'name': 'Bankrol Hayden', 'type': 'artist', 'uri': 'spotify:artist:0Yr4BBpK2dkCp2UsrJ9LZN'}]",2020-02-23T23:55:19Z,0.784,0.391,3,-10.628,0.215,0.804,0.0,0.18,0.711,90.789
873,Needed,2uNaIbNYzduLKLYyUBPmU4,121666,https://open.spotify.com/track/2uNaIbNYzduLKLYyUBPmU4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2020-02-23T23:54:35Z,0.665,0.52,9,-6.823,0.0325,0.234,0.0,0.112,0.456,144.153
874,Lately,0DntsVelzYRISWeBf4rmah,131396,https://open.spotify.com/track/0DntsVelzYRISWeBf4rmah,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2020-02-23T23:54:09Z,0.533,0.617,4,-6.821,0.0421,0.0651,1.88e-06,0.117,0.285,179.001
875,Going Off,54ZqhUs07RGbmaLlWQeAsS,173254,https://open.spotify.com/track/54ZqhUs07RGbmaLlWQeAsS,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo'}, 'href': 'https://api.spotify.com/v1/artists/7d3WFRME3vBY2cgoP38RDo', 'id': '7d3WFRME3vBY2cgoP38RDo', 'name': 'Lil Skies', 'type': 'artist', 'uri': 'spotify:artist:7d3WFRME3vBY2cgoP38RDo'}]",2020-02-23T23:53:54Z,0.795,0.726,1,-5.95,0.077,0.171,0.0,0.12,0.335,84.509
876,LM$,7wBuTHeMvITB56U9cyVJc6,166266,https://open.spotify.com/track/7wBuTHeMvITB56U9cyVJc6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0vRvGUQVUjytro0xpb26bs'}, 'href': 'https://api.spotify.com/v1/artists/0vRvGUQVUjytro0xpb26bs', 'id': '0vRvGUQVUjytro0xpb26bs', 'name': 'Arizona Zervas', 'type': 'artist', 'uri': 'spotify:artist:0vRvGUQVUjytro0xpb26bs'}]",2020-02-23T23:51:59Z,0.765,0.635,8,-4.501,0.127,0.395,0.0,0.155,0.416,129.934
877,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,172004,https://open.spotify.com/track/7gVwgc8b3XnO87TpmXXFA5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J'}, 'href': 'https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J', 'id': '2tIP7SsRs7vjIcLrU85W8J', 'name': 'The Kid LAROI', 'type': 'artist', 'uri': 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4Ga1P7PMIsmqEZqhYZQgDo'}, 'href': 'https://api.spotify.com/v1/artists/4Ga1P7PMIsmqEZqhYZQgDo', 'id': '4Ga1P7PMIsmqEZqhYZQgDo', 'name': 'Lil Tecca', 'type': 'artist', 'uri': 'spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo'}]",2020-02-23T23:51:52Z,0.686,0.703,6,-6.141,0.0606,0.00728,0.0,0.0946,0.457,144.902
878,what is real,61StVXD7XDEeVBBdnvmFfM,134819,https://open.spotify.com/track/61StVXD7XDEeVBBdnvmFfM,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2020-02-23T23:51:18Z,0.626,0.769,1,-4.48,0.0343,0.224,0.0,0.116,0.446,93.483
879,gone girl,6G0FACzGN80Dj2v4ass5rq,136568,https://open.spotify.com/track/6G0FACzGN80Dj2v4ass5rq,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6Xgp2XMz1fhVYe7i6yNAax'}, 'href': 'https://api.spotify.com/v1/artists/6Xgp2XMz1fhVYe7i6yNAax', 'id': '6Xgp2XMz1fhVYe7i6yNAax', 'name': 'Trippie Redd', 'type': 'artist', 'uri': 'spotify:artist:6Xgp2XMz1fhVYe7i6yNAax'}]",2020-02-23T23:49:42Z,0.677,0.714,11,-5.637,0.0287,0.162,0.0,0.0717,0.355,94.956
880,YES! (feat. Rich The Kid & K CAMP),2tDrlnQWiCDis4H8RT0W2h,195396,https://open.spotify.com/track/2tDrlnQWiCDis4H8RT0W2h,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4qBgvVog0wzW75IQ48mU7v'}, 'href': 'https://api.spotify.com/v1/artists/4qBgvVog0wzW75IQ48mU7v', 'id': '4qBgvVog0wzW75IQ48mU7v', 'name': 'KYLE', 'type': 'artist', 'uri': 'spotify:artist:4qBgvVog0wzW75IQ48mU7v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5bgfj5zUoWpyeVatGDjn6H'}, 'href': 'https://api.spotify.com/v1/artists/5bgfj5zUoWpyeVatGDjn6H', 'id': '5bgfj5zUoWpyeVatGDjn6H', 'name': 'K CAMP', 'type': 'artist', 'uri': 'spotify:artist:5bgfj5zUoWpyeVatGDjn6H'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI'}, 'href': 'https://api.spotify.com/v1/artists/1pPmIToKXyGdsCF6LmqLmI', 'id': '1pPmIToKXyGdsCF6LmqLmI', 'name': 'Rich The Kid', 'type': 'artist', 'uri': 'spotify:artist:1pPmIToKXyGdsCF6LmqLmI'}]",2020-02-23T23:43:33Z,0.758,0.666,8,-8.086,0.14,0.0318,0.00418,0.33,0.701,162.083
881,Whip A Tesla,6nsyYPCDUSacgXci9mvWln,153733,https://open.spotify.com/track/6nsyYPCDUSacgXci9mvWln,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2YOYua8FpudSEiB9s88IgQ'}, 'href': 'https://api.spotify.com/v1/artists/2YOYua8FpudSEiB9s88IgQ', 'id': '2YOYua8FpudSEiB9s88IgQ', 'name': 'Yung Gravy', 'type': 'artist', 'uri': 'spotify:artist:2YOYua8FpudSEiB9s88IgQ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/41X1TR6hrK8Q2ZCpp2EqCz'}, 'href': 'https://api.spotify.com/v1/artists/41X1TR6hrK8Q2ZCpp2EqCz', 'id': '41X1TR6hrK8Q2ZCpp2EqCz', 'name': 'bbno$', 'type': 'artist', 'uri': 'spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz'}]",2020-02-23T19:48:18Z,0.814,0.527,9,-7.001,0.328,0.179,0.000512,0.0767,0.54,170.063
882,Costa Rica,2iObjOsy2vpsariW4Y7hQg,114865,https://open.spotify.com/track/2iObjOsy2vpsariW4Y7hQg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Yr4BBpK2dkCp2UsrJ9LZN'}, 'href': 'https://api.spotify.com/v1/artists/0Yr4BBpK2dkCp2UsrJ9LZN', 'id': '0Yr4BBpK2dkCp2UsrJ9LZN', 'name': 'Bankrol Hayden', 'type': 'artist', 'uri': 'spotify:artist:0Yr4BBpK2dkCp2UsrJ9LZN'}]",2020-02-23T00:47:11Z,0.888,0.516,11,-10.228,0.41,0.148,0.0,0.106,0.606,127.803
883,Team,1ooO1j7bseZCHaCFxVpoMq,150881,https://open.spotify.com/track/1ooO1j7bseZCHaCFxVpoMq,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1I87BJvTcv6gia06HaBl9e'}, 'href': 'https://api.spotify.com/v1/artists/1I87BJvTcv6gia06HaBl9e', 'id': '1I87BJvTcv6gia06HaBl9e', 'name': 'Xavier Weeks', 'type': 'artist', 'uri': 'spotify:artist:1I87BJvTcv6gia06HaBl9e'}]",2020-02-22T20:44:30Z,0.851,0.404,0,-11.855,0.124,0.386,2.49e-06,0.0733,0.0651,100.0
884,Living Facts,12ZcHg4123ayLuXiShGyPA,164853,https://open.spotify.com/track/12ZcHg4123ayLuXiShGyPA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0vRvGUQVUjytro0xpb26bs'}, 'href': 'https://api.spotify.com/v1/artists/0vRvGUQVUjytro0xpb26bs', 'id': '0vRvGUQVUjytro0xpb26bs', 'name': 'Arizona Zervas', 'type': 'artist', 'uri': 'spotify:artist:0vRvGUQVUjytro0xpb26bs'}]",2020-02-22T08:43:56Z,0.745,0.784,5,-4.224,0.138,0.138,0.0,0.0828,0.337,77.099
885,Dark Out,0RPLQ0S48GhCE0x1rPqFAw,180080,https://open.spotify.com/track/0RPLQ0S48GhCE0x1rPqFAw,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1lzugG0lqNh9nP6Fp2zG3c'}, 'href': 'https://api.spotify.com/v1/artists/1lzugG0lqNh9nP6Fp2zG3c', 'id': '1lzugG0lqNh9nP6Fp2zG3c', 'name': 'Global Dan', 'type': 'artist', 'uri': 'spotify:artist:1lzugG0lqNh9nP6Fp2zG3c'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/29qumw7sEmz88PO90cUOHG'}, 'href': 'https://api.spotify.com/v1/artists/29qumw7sEmz88PO90cUOHG', 'id': '29qumw7sEmz88PO90cUOHG', 'name': 'Global AzN', 'type': 'artist', 'uri': 'spotify:artist:29qumw7sEmz88PO90cUOHG'}]",2020-02-22T08:39:07Z,0.552,0.733,6,-6.626,0.202,0.0461,0.0,0.0703,0.333,159.818
886,5 shots,0znCw9dSfsrBGUtxAzd9kD,181709,https://open.spotify.com/track/0znCw9dSfsrBGUtxAzd9kD,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5i4BaWy8YIun1u3RXwmlWn'}, 'href': 'https://api.spotify.com/v1/artists/5i4BaWy8YIun1u3RXwmlWn', 'id': '5i4BaWy8YIun1u3RXwmlWn', 'name': 'gianni & kyle', 'type': 'artist', 'uri': 'spotify:artist:5i4BaWy8YIun1u3RXwmlWn'}]",2020-02-22T08:28:01Z,0.918,0.449,1,-5.702,0.0605,0.124,0.0,0.0595,0.481,91.978
887,Brothers (feat. Luh Kel),4TnUqDwu2XGgtCnSL4UIaa,134380,https://open.spotify.com/track/4TnUqDwu2XGgtCnSL4UIaa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Yr4BBpK2dkCp2UsrJ9LZN'}, 'href': 'https://api.spotify.com/v1/artists/0Yr4BBpK2dkCp2UsrJ9LZN', 'id': '0Yr4BBpK2dkCp2UsrJ9LZN', 'name': 'Bankrol Hayden', 'type': 'artist', 'uri': 'spotify:artist:0Yr4BBpK2dkCp2UsrJ9LZN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/24CgJHK6T7C5OmUbiLLMjJ'}, 'href': 'https://api.spotify.com/v1/artists/24CgJHK6T7C5OmUbiLLMjJ', 'id': '24CgJHK6T7C5OmUbiLLMjJ', 'name': 'Luh Kel', 'type': 'artist', 'uri': 'spotify:artist:24CgJHK6T7C5OmUbiLLMjJ'}]",2020-02-22T08:02:40Z,0.889,0.478,8,-10.342,0.246,0.42,0.0,0.0685,0.779,121.017
888,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,221746,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz'}, 'href': 'https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz', 'id': '4O15NlyKLIASxsJ0PrXPfz', 'name': 'Lil Uzi Vert', 'type': 'artist', 'uri': 'spotify:artist:4O15NlyKLIASxsJ0PrXPfz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9'}, 'href': 'https://api.spotify.com/v1/artists/5cIc3SBFuBLVxJz58W2tU9', 'id': '5cIc3SBFuBLVxJz58W2tU9', 'name': 'Oh Wonder', 'type': 'artist', 'uri': 'spotify:artist:5cIc3SBFuBLVxJz58W2tU9'}]",2020-02-20T19:54:22Z,0.703,0.757,1,-3.612,0.05,0.617,0.0,0.106,0.696,82.008
889,cutthroat,6Dww26l37RgujIGsfDmDLp,210808,https://open.spotify.com/track/6Dww26l37RgujIGsfDmDLp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2020-02-11T00:01:35Z,0.659,0.594,2,-5.785,0.0496,0.116,0.0,0.104,0.232,77.994
890,Good Day,5pBQDRgfbV6lhuwlvWEftN,116363,https://open.spotify.com/track/5pBQDRgfbV6lhuwlvWEftN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2020-02-09T18:09:44Z,0.715,0.639,9,-6.947,0.105,0.627,0.0,0.0905,0.443,82.466
891,Make Believe,6eiztdXRkooWsBt2xToMWI,142025,https://open.spotify.com/track/6eiztdXRkooWsBt2xToMWI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2020-02-08T21:34:44Z,0.465,0.84,0,-4.35,0.0722,0.125,0.0,0.138,0.672,83.981
892,TTM (feat. Wiz Khalifa & NGHTMRE),2lH43POZa4XHxydnZizET5,212000,https://open.spotify.com/track/2lH43POZa4XHxydnZizET5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/21WS9wngs9AqFckK7yYJPM'}, 'href': 'https://api.spotify.com/v1/artists/21WS9wngs9AqFckK7yYJPM', 'id': '21WS9wngs9AqFckK7yYJPM', 'name': 'PnB Rock', 'type': 'artist', 'uri': 'spotify:artist:21WS9wngs9AqFckK7yYJPM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop'}, 'href': 'https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop', 'id': '137W8MRPWKqSmrBGDBFSop', 'name': 'Wiz Khalifa', 'type': 'artist', 'uri': 'spotify:artist:137W8MRPWKqSmrBGDBFSop'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/76M2Ekj8bG8W7X2nbx2CpF'}, 'href': 'https://api.spotify.com/v1/artists/76M2Ekj8bG8W7X2nbx2CpF', 'id': '76M2Ekj8bG8W7X2nbx2CpF', 'name': 'NGHTMRE', 'type': 'artist', 'uri': 'spotify:artist:76M2Ekj8bG8W7X2nbx2CpF'}]",2020-02-08T01:32:01Z,0.786,0.82,6,-3.254,0.0587,0.0975,0.0,0.0751,0.597,120.047
893,Childs Play,3NxAG2ni1lLa8RKL6a0INc,241400,https://open.spotify.com/track/3NxAG2ni1lLa8RKL6a0INc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}]",2020-02-07T15:24:18Z,0.746,0.475,10,-11.243,0.113,0.0175,1.1e-05,0.197,0.292,80.006
894,Futsal Shuffle 2020,2Ec33AVlkTTq8BHFgBTdQs,198912,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz'}, 'href': 'https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz', 'id': '4O15NlyKLIASxsJ0PrXPfz', 'name': 'Lil Uzi Vert', 'type': 'artist', 'uri': 'spotify:artist:4O15NlyKLIASxsJ0PrXPfz'}]",2020-02-05T21:23:22Z,0.881,0.457,7,-8.191,0.156,0.0327,0.0,0.231,0.296,136.97
895,Baby Sitter (feat. Offset),7f1zjZG77S891Uv4O68yfk,157693,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk'}, 'href': 'https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk', 'id': '4r63FhuTkUYltbVAg5TQnk', 'name': 'DaBaby', 'type': 'artist', 'uri': 'spotify:artist:4r63FhuTkUYltbVAg5TQnk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW'}, 'href': 'https://api.spotify.com/v1/artists/4DdkRBBYG6Yk9Ka8tdJ9BW', 'id': '4DdkRBBYG6Yk9Ka8tdJ9BW', 'name': 'Offset', 'type': 'artist', 'uri': 'spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW'}]",2020-02-05T21:02:33Z,0.852,0.73,1,-5.803,0.0579,0.0219,0.0,0.336,0.394,92.506
896,Never Is Enough,3DIRkZsEx7zFl6ow9qsyHz,134000,https://open.spotify.com/track/3DIRkZsEx7zFl6ow9qsyHz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2020-02-05T20:51:59Z,0.733,0.54,5,-4.522,0.0288,0.38,0.0,0.0633,0.642,96.03
897,WAKA,057sdYirt745dVbe48m7Hl,128769,https://open.spotify.com/track/057sdYirt745dVbe48m7Hl,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7gZfnEnfiaHzxARJ2LeXrf'}, 'href': 'https://api.spotify.com/v1/artists/7gZfnEnfiaHzxARJ2LeXrf', 'id': '7gZfnEnfiaHzxARJ2LeXrf', 'name': '6ix9ine', 'type': 'artist', 'uri': 'spotify:artist:7gZfnEnfiaHzxARJ2LeXrf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I'}, 'href': 'https://api.spotify.com/v1/artists/31W5EY0aAly4Qieq6OFu6I', 'id': '31W5EY0aAly4Qieq6OFu6I', 'name': 'A Boogie Wit da Hoodie', 'type': 'artist', 'uri': 'spotify:artist:31W5EY0aAly4Qieq6OFu6I'}]",2020-02-05T20:49:34Z,0.772,0.812,0,-3.995,0.153,0.0834,0.0,0.115,0.655,97.407
898,Perfect,1JmEymqQwLXvCg3sJ7gz0n,219866,https://open.spotify.com/track/1JmEymqQwLXvCg3sJ7gz0n,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/61qMnYXa1GxSBoV3IiYKjZ'}, 'href': 'https://api.spotify.com/v1/artists/61qMnYXa1GxSBoV3IiYKjZ', 'id': '61qMnYXa1GxSBoV3IiYKjZ', 'name': 'Yung Pinch', 'type': 'artist', 'uri': 'spotify:artist:61qMnYXa1GxSBoV3IiYKjZ'}]",2020-02-05T20:30:53Z,0.68,0.542,9,-8.848,0.0974,0.26,0.0,0.112,0.274,148.942
899,Feeling,2Jh3UqxnHJMyzMzku4uOtE,201920,https://open.spotify.com/track/2Jh3UqxnHJMyzMzku4uOtE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2020-01-27T23:33:27Z,0.712,0.515,10,-6.004,0.0857,0.234,0.0,0.205,0.563,160.0
900,No Rest,0chpIFSjgfd1CPrAxM7PWp,135535,https://open.spotify.com/track/0chpIFSjgfd1CPrAxM7PWp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo'}, 'href': 'https://api.spotify.com/v1/artists/7d3WFRME3vBY2cgoP38RDo', 'id': '7d3WFRME3vBY2cgoP38RDo', 'name': 'Lil Skies', 'type': 'artist', 'uri': 'spotify:artist:7d3WFRME3vBY2cgoP38RDo'}]",2020-01-25T05:27:40Z,0.655,0.498,9,-13.147,0.0479,0.0186,4.47e-06,0.139,0.508,162.861
901,CAPO,1KjQPDJQCUuqDj3AmfSBCa,192200,https://open.spotify.com/track/1KjQPDJQCUuqDj3AmfSBCa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ErzCpIMyLcjPiwT4elrtZ'}, 'href': 'https://api.spotify.com/v1/artists/0ErzCpIMyLcjPiwT4elrtZ', 'id': '0ErzCpIMyLcjPiwT4elrtZ', 'name': 'NLE Choppa', 'type': 'artist', 'uri': 'spotify:artist:0ErzCpIMyLcjPiwT4elrtZ'}]",2020-01-24T02:48:08Z,0.617,0.953,2,-4.162,0.0693,0.119,0.0,0.331,0.594,154.964
902,Down Below,4SWWe2OYC4mqf40Gc2RSdl,224002,https://open.spotify.com/track/4SWWe2OYC4mqf40Gc2RSdl,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB'}, 'href': 'https://api.spotify.com/v1/artists/757aE44tKEUQEqRuT6GnEB', 'id': '757aE44tKEUQEqRuT6GnEB', 'name': 'Roddy Ricch', 'type': 'artist', 'uri': 'spotify:artist:757aE44tKEUQEqRuT6GnEB'}]",2020-01-24T02:36:51Z,0.926,0.454,6,-9.932,0.0732,0.036,0.000422,0.0896,0.34,119.969
903,Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY,262544,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo'}, 'href': 'https://api.spotify.com/v1/artists/7d3WFRME3vBY2cgoP38RDo', 'id': '7d3WFRME3vBY2cgoP38RDo', 'name': 'Lil Skies', 'type': 'artist', 'uri': 'spotify:artist:7d3WFRME3vBY2cgoP38RDo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/04ei5kNgmDuNAydFhhIHnD'}, 'href': 'https://api.spotify.com/v1/artists/04ei5kNgmDuNAydFhhIHnD', 'id': '04ei5kNgmDuNAydFhhIHnD', 'name': 'Landon Cube', 'type': 'artist', 'uri': 'spotify:artist:04ei5kNgmDuNAydFhhIHnD'}]",2020-01-24T01:19:15Z,0.691,0.683,0,-7.335,0.0954,0.547,0.0,0.221,0.456,140.002
904,Gassed Up,6JjEVlMkfHWMeYavkEYzNO,193911,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5lCY3tqdQxbeg5igSlObaT'}, 'href': 'https://api.spotify.com/v1/artists/5lCY3tqdQxbeg5igSlObaT', 'id': '5lCY3tqdQxbeg5igSlObaT', 'name': 'Nebu Kiniza', 'type': 'artist', 'uri': 'spotify:artist:5lCY3tqdQxbeg5igSlObaT'}]",2020-01-24T01:15:24Z,0.798,0.568,5,-9.072,0.135,0.0213,0.0,0.0586,0.45,148.88
905,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,195053,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rkW85dBwwrJtlHRDkJDAC'}, 'href': 'https://api.spotify.com/v1/artists/7rkW85dBwwrJtlHRDkJDAC', 'id': '7rkW85dBwwrJtlHRDkJDAC', 'name': 'NAV', 'type': 'artist', 'uri': 'spotify:artist:7rkW85dBwwrJtlHRDkJDAC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY'}, 'href': 'https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY', 'id': '0Y5tJX1MQlPlqiwlOH1tJY', 'name': 'Travis Scott', 'type': 'artist', 'uri': 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'}]",2020-01-24T01:11:38Z,0.642,0.782,5,-3.395,0.0477,0.381,0.0,0.108,0.396,162.005
906,romance361,33BCQDhwZyiudb8Mud33tb,181289,https://open.spotify.com/track/33BCQDhwZyiudb8Mud33tb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/21WS9wngs9AqFckK7yYJPM'}, 'href': 'https://api.spotify.com/v1/artists/21WS9wngs9AqFckK7yYJPM', 'id': '21WS9wngs9AqFckK7yYJPM', 'name': 'PnB Rock', 'type': 'artist', 'uri': 'spotify:artist:21WS9wngs9AqFckK7yYJPM'}]",2020-01-24T01:07:14Z,0.713,0.632,1,-7.685,0.105,0.0589,1.44e-06,0.105,0.373,170.009
907,Magic,5NqOsPI4rA9Bl6LcCftzI2,182337,https://open.spotify.com/track/5NqOsPI4rA9Bl6LcCftzI2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo'}, 'href': 'https://api.spotify.com/v1/artists/7d3WFRME3vBY2cgoP38RDo', 'id': '7d3WFRME3vBY2cgoP38RDo', 'name': 'Lil Skies', 'type': 'artist', 'uri': 'spotify:artist:7d3WFRME3vBY2cgoP38RDo'}]",2020-01-24T00:19:31Z,0.647,0.706,6,-6.023,0.137,0.264,0.0,0.114,0.577,153.973
