,name,song_ids,duration_ms,url,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
27,Payback (feat. Icona Pop),7KoFHvEScguiEnD06xYtSt,203411,https://open.spotify.com/track/7KoFHvEScguiEnD06xYtSt,0.672,0.8,7,-4.919,0.0372,0.113,0.000302,0.132,0.8,118.013
28,Reforget (feat. Violet Days),6pQ5OouO6NwU7gjM8kTJvt,208917,https://open.spotify.com/track/6pQ5OouO6NwU7gjM8kTJvt,0.698,0.837,8,-2.103,0.047,0.0942,1.3e-06,0.123,0.461,96.963
29,Paralyzed,5svL1PkWw8hPEAOdTNLexy,163260,https://open.spotify.com/track/5svL1PkWw8hPEAOdTNLexy,0.588,0.856,0,-5.288,0.0648,0.00128,2.78e-06,0.109,0.359,150.008
30,Under Control (feat. Hurts),352zfYbDFG8sxkmOAhVeuj,184373,https://open.spotify.com/track/352zfYbDFG8sxkmOAhVeuj,0.55,0.919,8,-3.431,0.0788,0.137,0.00118,0.0886,0.51,126.059
31,Get Away (feat. Rama Duke),7G2Ax4k5WN0fGlQZQKWXwr,126190,https://open.spotify.com/track/7G2Ax4k5WN0fGlQZQKWXwr,0.516,0.958,0,-1.802,0.0698,0.00323,8.65e-05,0.315,0.538,126.039
32,Up All Night (feat. Afrojack),5k1uIPpsHmnbWFr4nbpdYb,160906,https://open.spotify.com/track/5k1uIPpsHmnbWFr4nbpdYb,0.637,0.868,1,-4.921,0.0555,0.0426,2.12e-05,0.288,0.444,100.048
33,Enjoy The Moment,7vgZq0er8ZJ98XsxLxpSlN,138107,https://open.spotify.com/track/7vgZq0er8ZJ98XsxLxpSlN,0.681,0.809,6,-5.77,0.0407,0.00406,0.00984,0.134,0.435,123.012
34,Over It,4T4Hfnrf0UE1JOSCFZrHDE,208793,https://open.spotify.com/track/4T4Hfnrf0UE1JOSCFZrHDE,0.688,0.674,1,-6.288,0.0775,0.199,0.0,0.0835,0.774,105.029
35,Better,7nn91SgkT5scOxPYLGSTzR,128746,https://open.spotify.com/track/7nn91SgkT5scOxPYLGSTzR,0.609,0.768,2,-7.013,0.0338,0.00451,2.68e-05,0.068,0.489,125.938
36,Blow The Roof (with Kasbo & EVAN GIIA),6sooxXwLEwh812Ve4L5ovr,184919,https://open.spotify.com/track/6sooxXwLEwh812Ve4L5ovr,0.593,0.824,4,-4.503,0.0633,0.0882,0.0,0.149,0.371,105.008
37,Elevate,6HSENRdnjVJ6GqymOdDWsx,215100,https://open.spotify.com/track/6HSENRdnjVJ6GqymOdDWsx,0.625,0.898,7,-3.604,0.0302,0.233,0.0168,0.238,0.894,125.025
